snapshot,continent,country,state,county,city,lat,lon,value,label,category,source
2026-01,Europe,Bulgaria,Plovdiv,Pazardzhik Area,Velingrad,42.1674,24.4349,147.5,Velingrad,Plovdiv,Bulgaria
2026-01,Europe,Bulgaria,Plovdiv,Plovdiv Center,Asenovgrad,42.1044,24.8712,138.9,Asenovgrad,Plovdiv,Bulgaria
2026-01,Europe,Bulgaria,Plovdiv,Plovdiv Center,Plovdiv,42.1879,24.8376,122.8,Plovdiv,Plovdiv,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia Center,Mladost,42.6657,23.2485,119.8,Mladost,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia Center,Sofia,42.5721,23.2432,145.6,Sofia,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia South,Boyana,42.4974,23.4524,101.7,Boyana,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia South,Lozenets,42.6446,23.4407,116.9,Lozenets,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia West,Bankya,42.7939,23.2068,76.7,Bankya,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Sofia City,Sofia West,Lyulin,42.5937,23.2864,148.5,Lyulin,Sofia City,Bulgaria
2026-01,Europe,Bulgaria,Varna,Dobrich Area,Balchik,43.5728,27.8076,82.8,Balchik,Varna,Bulgaria
2026-01,Europe,Bulgaria,Varna,Dobrich Area,Dobrich,43.5620,27.8904,97.4,Dobrich,Varna,Bulgaria
2026-01,Europe,Bulgaria,Varna,Shumen Area,Novi Pazar,43.3384,26.9798,138.5,Novi Pazar,Varna,Bulgaria
2026-01,Europe,Bulgaria,Varna,Shumen Area,Shumen,43.3859,26.9905,134.3,Shumen,Varna,Bulgaria
2026-01,Europe,Bulgaria,Varna,Varna Center,Aksakovo,43.0838,27.7816,99.3,Aksakovo,Varna,Bulgaria
2026-01,Europe,Bulgaria,Varna,Varna Center,Varna,43.1129,27.8178,83.7,Varna,Varna,Bulgaria
2026-01,Europe,Croatia,City of Zagreb,Zagreb Center,Sesvete,45.8044,16.0602,109.7,Sesvete,City of Zagreb,Croatia
2026-01,Europe,Croatia,City of Zagreb,Zagreb Center,Zagreb,45.8885,16.0356,76.0,Zagreb,City of Zagreb,Croatia
2026-01,Europe,Croatia,City of Zagreb,Zagreb South,Dugo Selo,45.6311,16.1073,127.7,Dugo Selo,City of Zagreb,Croatia
2026-01,Europe,Croatia,City of Zagreb,Zagreb South,Velika Gorica,45.7688,16.0995,62.3,Velika Gorica,City of Zagreb,Croatia
2026-01,Europe,Croatia,City of Zagreb,Zagreb West,Samobor,45.9193,15.8001,123.1,Samobor,City of Zagreb,Croatia
2026-01,Europe,Croatia,City of Zagreb,Zagreb West,Zapresic,45.9087,15.7889,84.5,Zapresic,City of Zagreb,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Delnice Area,Delnice,45.2642,14.7545,161.6,Delnice,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Delnice Area,Vrbovsko,45.4767,14.8774,97.3,Vrbovsko,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Krk Area,Krk,45.1488,14.4375,107.7,Krk,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Krk Area,Malinska,45.0094,14.6710,120.9,Malinska,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Rijeka Area,Opatija,45.3883,14.3477,137.5,Opatija,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Primorje-Gorski Kotar,Rijeka Area,Rijeka,45.2288,14.4435,104.8,Rijeka,Primorje-Gorski Kotar,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Makarska Area,Makarska,43.3458,17.0378,81.3,Makarska,Split-Dalmatia,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Makarska Area,Omis,43.2778,17.1536,86.8,Omis,Split-Dalmatia,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Sinj Area,Sinj,43.6379,16.7287,119.5,Sinj,Split-Dalmatia,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Sinj Area,Trilj,43.7192,16.6551,80.0,Trilj,Split-Dalmatia,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Split Area,Solin,43.3712,16.3589,149.9,Solin,Split-Dalmatia,Croatia
2026-01,Europe,Croatia,Split-Dalmatia,Split Area,Split,43.6256,16.4742,110.4,Split,Split-Dalmatia,Croatia
2026-01,Europe,Cyprus,Larnaca District,Larnaca District Central County,Aradippou,35.0250,33.6226,77.5,Aradippou,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Larnaca District,Larnaca District Central County,Aradippou Central,34.7507,33.6216,123.7,Aradippou Central,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Larnaca District,Larnaca District North County,Larnaca,35.0061,33.6298,94.9,Larnaca,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Larnaca District,Larnaca District North County,Larnaca North,35.1998,33.4515,128.5,Larnaca North,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Larnaca District,Larnaca District South County,Aradippou West,34.7865,33.7699,122.9,Aradippou West,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Larnaca District,Larnaca District South County,Larnaca South,34.7677,33.8816,86.1,Larnaca South,Larnaca District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District Central County,Ypsonas,34.6892,33.0724,103.9,Ypsonas,Limassol District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District Central County,Ypsonas Central,34.6278,33.0222,75.7,Ypsonas Central,Limassol District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District North County,Limassol,34.9512,32.7676,106.6,Limassol,Limassol District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District North County,Limassol North,34.9723,32.8881,116.4,Limassol North,Limassol District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District South County,Limassol South,34.3988,33.2516,134.6,Limassol South,Limassol District,Cyprus
2026-01,Europe,Cyprus,Limassol District,Limassol District South County,Ypsonas West,34.4432,33.1670,78.6,Ypsonas West,Limassol District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District Central County,Strovolos,35.1487,33.3121,126.0,Strovolos,Nicosia District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District Central County,Strovolos Central,35.3254,33.4831,102.7,Strovolos Central,Nicosia District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District North County,Nicosia,35.2551,33.4018,66.1,Nicosia,Nicosia District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District North County,Nicosia North,35.3942,33.3848,76.3,Nicosia North,Nicosia District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District South County,Nicosia South,34.9500,33.5784,105.9,Nicosia South,Nicosia District,Cyprus
2026-01,Europe,Cyprus,Nicosia District,Nicosia District South County,Strovolos West,35.1322,33.5155,113.3,Strovolos West,Nicosia District,Cyprus
2026-01,Europe,Czechia,Moravian-Silesian,Frydek-Mistek Area,Frydek-Mistek,49.8009,18.4095,134.3,Frydek-Mistek,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Moravian-Silesian,Frydek-Mistek Area,Trinec,49.7534,18.3988,138.5,Trinec,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Moravian-Silesian,Opava Area,Krnov,49.9415,17.8802,82.8,Krnov,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Moravian-Silesian,Opava Area,Opava,49.9307,17.9630,97.4,Opava,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Moravian-Silesian,Ostrava Area,Havířov,49.6906,18.1294,99.3,Havířov,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Moravian-Silesian,Ostrava Area,Ostrava,49.7197,18.1656,83.7,Ostrava,Moravian-Silesian,Czechia
2026-01,Europe,Czechia,Prague,Prague Center,Prague,49.9499,14.3591,145.6,Prague,Prague,Czechia
2026-01,Europe,Czechia,Prague,Prague Center,Smichov,50.0435,14.3644,119.8,Smichov,Prague,Czechia
2026-01,Europe,Czechia,Prague,Prague East,Karlin,49.9770,14.5031,148.5,Karlin,Prague,Czechia
2026-01,Europe,Czechia,Prague,Prague East,Vysocany,50.1772,14.4235,76.7,Vysocany,Prague,Czechia
2026-01,Europe,Czechia,Prague,Prague South,Krc,49.9174,14.5524,101.7,Krc,Prague,Czechia
2026-01,Europe,Czechia,Prague,Prague South,Nusle,50.0646,14.5407,116.9,Nusle,Prague,Czechia
2026-01,Europe,Czechia,South Moravian,Breclav Area,Breclav,48.8236,16.7776,89.9,Breclav,South Moravian,Czechia
2026-01,Europe,Czechia,South Moravian,Breclav Area,Mikulov,48.7363,16.9869,147.5,Mikulov,South Moravian,Czechia
2026-01,Europe,Czechia,South Moravian,Brno Area,Brno,49.2476,16.6991,122.8,Brno,South Moravian,Czechia
2026-01,Europe,Czechia,South Moravian,Brno Area,Modrice,49.1641,16.7327,138.9,Modrice,South Moravian,Czechia
2026-01,Europe,Czechia,South Moravian,Znojmo Area,Miroslav,48.7214,16.1088,70.0,Miroslav,South Moravian,Czechia
2026-01,Europe,Czechia,South Moravian,Znojmo Area,Znojmo,48.8333,15.9829,104.3,Znojmo,South Moravian,Czechia
2026-01,Europe,Denmark,Capital Region,Bornholm,Nexo,55.2666,14.8592,113.3,Nexo,Capital Region,Denmark
2026-01,Europe,Denmark,Capital Region,Bornholm,Ronne,55.0844,14.9221,105.9,Ronne,Capital Region,Denmark
2026-01,Europe,Denmark,Capital Region,Copenhagen Area,Copenhagen,55.5656,12.7078,66.1,Copenhagen,Capital Region,Denmark
2026-01,Europe,Denmark,Capital Region,Copenhagen Area,Frederiksberg,55.7047,12.6908,76.3,Frederiksberg,Capital Region,Denmark
2026-01,Europe,Denmark,Capital Region,North Zealand,Helsingor,56.1833,12.7138,102.7,Helsingor,Capital Region,Denmark
2026-01,Europe,Denmark,Capital Region,North Zealand,Hillerod,56.0066,12.5428,126.0,Hillerod,Capital Region,Denmark
2026-01,Europe,Denmark,Central Denmark,Aarhus Area,Aarhus,56.2270,10.0689,106.6,Aarhus,Central Denmark,Denmark
2026-01,Europe,Denmark,Central Denmark,Aarhus Area,Randers,56.2481,10.1894,116.4,Randers,Central Denmark,Denmark
2026-01,Europe,Denmark,Central Denmark,Herning Area,Herning,55.9910,9.0622,134.6,Herning,Central Denmark,Denmark
2026-01,Europe,Denmark,Central Denmark,Herning Area,Holstebro,56.0354,8.9776,78.6,Holstebro,Central Denmark,Denmark
2026-01,Europe,Denmark,Central Denmark,Viborg Area,Silkeborg,56.3739,9.4016,75.7,Silkeborg,Central Denmark,Denmark
2026-01,Europe,Denmark,Central Denmark,Viborg Area,Viborg,56.4353,9.4518,103.9,Viborg,Central Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Esbjerg Area,Esbjerg,55.6012,8.4588,77.5,Esbjerg,Southern Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Esbjerg Area,Varde,55.3269,8.4578,123.7,Varde,Southern Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Kolding Area,Kolding,55.5178,9.5906,86.1,Kolding,Southern Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Kolding Area,Vejle,55.5366,9.4789,122.9,Vejle,Southern Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Odense Area,Odense,55.3296,10.5290,94.9,Odense,Southern Denmark,Denmark
2026-01,Europe,Denmark,Southern Denmark,Odense Area,Svendborg,55.5233,10.3507,128.5,Svendborg,Southern Denmark,Denmark
2026-01,Europe,Estonia,Harju County,Harju County Central County,Maardu,59.5152,24.6905,144.6,Maardu,Harju County,Estonia
2026-01,Europe,Estonia,Harju County,Harju County Central County,Maardu Central,59.3409,24.9014,74.4,Maardu Central,Harju County,Estonia
2026-01,Europe,Estonia,Harju County,Harju County North County,Tallinn,59.6091,24.6294,87.2,Tallinn,Harju County,Estonia
2026-01,Europe,Estonia,Harju County,Harju County North County,Tallinn North,59.7082,24.7367,87.0,Tallinn North,Harju County,Estonia
2026-01,Europe,Estonia,Harju County,Harju County South County,Maardu West,59.2910,24.8338,71.7,Maardu West,Harju County,Estonia
2026-01,Europe,Estonia,Harju County,Harju County South County,Tallinn South,59.3119,24.8739,82.0,Tallinn South,Harju County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County Central County,Kohtla-Jarve,59.4462,27.2865,122.5,Kohtla-Jarve,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County Central County,Kohtla-Jarve Central,59.3850,27.3403,126.1,Kohtla-Jarve Central,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County North County,Narva,59.6156,27.4069,164.2,Narva,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County North County,Narva North,59.5056,27.3036,117.4,Narva North,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County South County,Kohtla-Jarve West,59.1670,27.4612,149.9,Kohtla-Jarve West,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Ida-Viru County,Ida-Viru County South County,Narva South,59.1566,27.4585,90.2,Narva South,Ida-Viru County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County Central County,Elva,58.2351,26.7533,162.7,Elva,Tartu County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County Central County,Elva Central,58.4314,26.7789,84.1,Elva Central,Tartu County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County North County,Tartu,58.4111,26.4671,77.8,Tartu,Tartu County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County North County,Tartu North,58.4628,26.4881,86.0,Tartu North,Tartu County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County South County,Elva West,58.3660,26.8559,123.9,Elva West,Tartu County,Estonia
2026-01,Europe,Estonia,Tartu County,Tartu County South County,Tartu South,58.2240,26.8777,97.4,Tartu South,Tartu County,Estonia
2026-01,Europe,Finland,Pirkanmaa,Sastamala Area,Punkalaidun,61.4200,22.7845,78.3,Punkalaidun,Pirkanmaa,Finland
2026-01,Europe,Finland,Pirkanmaa,Sastamala Area,Sastamala,61.2175,22.8158,80.2,Sastamala,Pirkanmaa,Finland
2026-01,Europe,Finland,Pirkanmaa,Tampere Area,Nokia,61.3956,23.7899,61.6,Nokia,Pirkanmaa,Finland
2026-01,Europe,Finland,Pirkanmaa,Tampere Area,Tampere,61.5474,23.7994,101.4,Tampere,Pirkanmaa,Finland
2026-01,Europe,Finland,Pirkanmaa,Valkeakoski Area,Akaa,61.2947,24.0728,53.6,Akaa,Pirkanmaa,Finland
2026-01,Europe,Finland,Pirkanmaa,Valkeakoski Area,Valkeakoski,61.1401,23.9207,114.0,Valkeakoski,Pirkanmaa,Finland
2026-01,Europe,Finland,Southwest Finland,Rauma Area,Eurajoki,61.0227,21.4216,108.8,Eurajoki,Southwest Finland,Finland
2026-01,Europe,Finland,Southwest Finland,Rauma Area,Rauma,61.2098,21.4758,111.1,Rauma,Southwest Finland,Finland
2026-01,Europe,Finland,Southwest Finland,Salo Area,Paimio,60.4471,23.1250,95.2,Paimio,Southwest Finland,Finland
2026-01,Europe,Finland,Southwest Finland,Salo Area,Salo,60.2662,23.0871,119.6,Salo,Southwest Finland,Finland
2026-01,Europe,Finland,Southwest Finland,Turku Area,Kaarina,60.5192,22.2618,94.6,Kaarina,Southwest Finland,Finland
2026-01,Europe,Finland,Southwest Finland,Turku Area,Turku,60.5241,22.2631,85.5,Turku,Southwest Finland,Finland
2026-01,Europe,Finland,Uusimaa,Helsinki Area,Espoo,60.0730,25.0757,95.6,Espoo,Uusimaa,Finland
2026-01,Europe,Finland,Uusimaa,Helsinki Area,Helsinki,60.1399,25.0060,78.0,Helsinki,Uusimaa,Finland
2026-01,Europe,Finland,Uusimaa,Porvoo Area,Porvoo,60.2636,25.6591,124.4,Porvoo,Uusimaa,Finland
2026-01,Europe,Finland,Uusimaa,Porvoo Area,Sipoo,60.5338,25.6821,148.6,Sipoo,Uusimaa,Finland
2026-01,Europe,Finland,Uusimaa,Vantaa Area,Kerava,60.2982,25.1828,80.5,Kerava,Uusimaa,Finland
2026-01,Europe,Finland,Uusimaa,Vantaa Area,Vantaa,60.1671,25.0998,99.6,Vantaa,Uusimaa,Finland
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy,45.9233,6.0540,129.1,Annecy,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy - North Sector,45.9805,5.9957,142.3,Annecy - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy - North Sector - Pulse,46.0173,6.0264,157.0,Annecy - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy - Pulse,45.8772,6.0955,131.8,Annecy - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy - South Sector,45.8586,6.0175,134.1,Annecy - South Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Annecy - South Sector - Pulse,45.9030,6.0076,145.2,Annecy - South Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains,45.8594,6.0337,106.6,Thonon-les-Bains,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains - North Sector,45.9266,5.9815,122.5,Thonon-les-Bains - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains - North Sector - Pulse,45.9000,6.0013,135.9,Thonon-les-Bains - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains - Pulse,45.8560,6.0730,111.4,Thonon-les-Bains - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains - South Sector,45.8096,6.0428,108.4,Thonon-les-Bains - South Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Haute-Savoie,Thonon-les-Bains - South Sector - Pulse,45.8141,6.0590,114.6,Thonon-les-Bains - South Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble,45.1571,5.7268,121.0,Grenoble,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble - North Sector,45.1754,5.7571,139.1,Grenoble - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble - North Sector - Pulse,45.2131,5.7102,146.4,Grenoble - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble - Pulse,45.1950,5.7215,132.8,Grenoble - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble - South Sector,45.1611,5.7443,123.1,Grenoble - South Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Grenoble - South Sector - Pulse,45.1670,5.7498,133.0,Grenoble - South Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne,45.2697,5.5988,136.5,Vienne,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne - North Sector,45.2471,5.5454,153.9,Vienne - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne - North Sector - Pulse,45.2650,5.5543,170.8,Vienne - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne - Pulse,45.2963,5.5975,147.8,Vienne - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne - South Sector,45.2045,5.6333,141.9,Vienne - South Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Isere,Vienne - South Sector - Pulse,45.2486,5.6390,155.7,Vienne - South Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon,45.7517,4.8595,89.1,Lyon,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon - North Sector,45.8050,4.8541,102.3,Lyon - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon - North Sector - Pulse,45.8496,4.8638,112.1,Lyon - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon - Pulse,45.7095,4.8840,98.9,Lyon - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon - South Sector,45.7274,4.9006,91.8,Lyon - South Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Lyon - South Sector - Pulse,45.7115,4.9457,98.2,Lyon - South Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Villeurbanne,45.8353,4.9344,175.1,Villeurbanne,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Villeurbanne - North Sector,45.8453,4.8616,192.2,Villeurbanne - North Sector,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Villeurbanne - North Sector - Pulse,45.8267,4.8417,208.1,Villeurbanne - North Sector - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Villeurbanne - Pulse,45.7996,4.9376,188.3,Villeurbanne - Pulse,Auvergne-Rhone-Alpes,France
2026-01,Europe,France,Auvergne-Rhone-Alpes,Rhone,Villeurbanne - South Sector,45.8374,4.8906,172.9,Villeurbanne - South Sector,Auvergne-Rhone-Alpes,France
